agg_error per_agent_error
0 11.033297526003544 10.829640652540501
1 10.113226109971523 9.742318038565873
2 9.312516022395759 8.804211419229684
3 8.61514215595703 7.993901793464816
4 8.007281238923035 7.2931244755012825
5 7.477003387655808 6.686292662204741
6 7.014007661970301 6.160094975572872
7 6.609395229113097 5.7031551466076085
8 6.255474689517894 5.305743959422858
9 5.945594921583381 4.959535194857546
10 5.67400148566329 4.657398659224293
11 5.43571320790773 4.393224503860376
12 5.226416058263103 4.1617739740509005
13 5.042371857074631 3.958552503882072
14 4.880339702522921 3.7797017231707803
15 4.7375083160075455 3.62190748565249
16 4.611437762548498 3.48232148211454
17 4.50000922506251 3.358494383020065
18 4.401381700700902 3.248318774685182
19 4.313954649150615 3.1499804214369753
20 4.236335761004846 3.0619166118359367
21 4.167313132486132 2.9827805370013483
22 4.10583123390882 2.9114108091535122
23 4.050970145810469 2.8468053635259105
24 4.001927610797635 2.7880991008369964
25 3.958003512655827 2.7345447239089875
26 3.918586448712208 2.6854963035881
27 3.883142108128322 2.6403951782044244
28 3.8512032088607677 2.5987578493746364
29 3.822360780416555 2.5601655866429205
30 3.7962566090627483 2.52425549565554
31 3.7725766875235607 2.490712840431817
32 3.75104553300717 2.459264440803886
33 3.731421256157712 2.4296729920695945
34 3.713491279659659 2.4017321760289576
35 3.6970686191043094 2.3752624514374023
36 3.681988650679377 2.3501074280010847
37 3.668106300535409 2.3261307417768826
38 3.6552935995504443 2.3032133615741186
39 3.6434375548570275 2.2812512659848894
40 3.6324382960850747 2.2601534392474716
41 3.62220745995735 2.2398401414871
42 3.6126667817777776 2.2202414151623833
43 3.6037468665850225 2.201295794928239
44 3.595386116397812 2.1829491927391906
45 3.5875297931344936 2.165153933971847
46 3.5801291995160813 2.147867923737912
47 3.573140962618816 2.1310539254702086
48 3.5665264067798104 2.114678936363375
49 3.5602510043217 2.0987136463971447
50 3.5542838940868897 2.0831319695140413
51 3.548597459091595 2.06791063710798
52 3.543166955752348 2.0530288453426433
53 3.537970188127143 2.038467948990127
54 3.532987221470632 2.024211195488257
55 3.5282001301457835 2.0102434937822578
56 3.5235927755786163 1.9965512132630714
57 3.5191506105012573 1.983122008757384
58 3.514860506213418 1.9699446680780266
59 3.5107106000130353 1.957008979120368
60 3.5066901603122576 1.944305613901264
61 3.502789467272221 1.9318260272913625
62 3.498999707065885 1.9195623684969574
63 3.4953128781179297 1.9075074036109534
64 3.4917217078791953 1.8956544477796697
65 3.4882195788745953 1.8839973057282187
66 3.4848004629213447 1.872530219556365
67 3.4814588625518557 1.8612478228627691
68 3.4781897587954966 1.8501451003816412
69 3.4749885645778695 1.8392173524246977
70 3.4718510830873255 1.828460163515431
71 3.468773470537957 1.8178693746839882
72 3.4657522028276926 1.8074410589612522
73 3.462784045650744 1.7971714996714878
74 3.4598660276766298 1.7870571711754932
75 3.4569954164543573 1.777094721761687
76 3.454169696740874 1.7672809584219202
77 3.451386550988417 1.757612833282924
78 3.4486438417564766 1.7480874314938208
79 3.445939595841411 1.7387019603957121
80 3.443271989940612 1.7294537398215855
81 3.4406393376892033 1.7203401933939853
82 3.4380400779256517 1.7113588407046378
83 3.4354727640589533 1.7025072902746934
84 3.432936054424304 1.6937832332068794
85 3.430428703526775 1.6851844374517897
86 3.427949554083572 1.6767087426200817
87 3.4254975297852646 1.6683540552806357
88 3.4230716287050056 1.6601183446919685
89 3.420670917292358 1.6519996389204792
90 3.418294524895159 1.6439960213046185
91 3.415941638758773 1.6361056272288472
92 3.4136114994574216 1.6283266411754673
93 3.411303396716928 1.620657294026059
94 3.4090166655924614 1.6130958605874872
95 3.4067506829684913 1.6056406573202375
96 3.404504864351517 1.598290040249326
97 3.402278660929061 1.5910424030401962
98 3.400071556871027 1.5838961752239173
99 3.397883066851865 1.5768498205576975
100 3.395712733774079 1.5699018355081753
101 3.3935601266754847 1.5630507478463043
102 3.391424838804279 1.5562951153437665
103 3.3893064858475164 1.5496335245618869
104 3.3872047042998723 1.5430645897249446
105 3.3851191499608753 1.5365869516705464
106 3.3830494965497815 1.5301992768704928
107 3.3809954344282875 1.523900256516153
108 3.3789566694221906 1.5176886056629766
109 3.376932921733817 1.5115630624292629
110 3.374923924937843 1.505522387244747
111 3.3729294250537336 1.4995653621449994
112 3.370949179688613 1.4936907901079772
113 3.3689829572449437 1.4878974944294057
114 3.367030536187836 1.482184318133957
115 3.365091704367264 1.4765501234194651
116 3.363166258390879 1.4709937911316504
117 3.361254003043428 1.4655142202670515
118 3.35935475074917 1.4601103275020484
119 3.357468321073929 1.4547810467460494
120 3.355594540263741 1.4495253287170657
121 3.353733240817257 1.44434214053806
122 3.3518842610893436 1.4392304653525554
123 3.3500474449234736 1.4341893019581664
124 3.3482226413107425 1.4292176644567607
125 3.346409704073467 1.424314581920122
126 3.344608491571547 1.4194790980700207
127 3.342818866429843 1.4147102709717385
128 3.341040695285016 1.4100071727401176
129 3.3392738485503695 1.4053688892573157
130 3.3375182001973536 1.4007945199014935
131 3.3357736275524896 1.39628317728572
132 3.334040011108574 1.3918339870064522
133 3.3323172343491185 1.3874460874009675
134 3.33060518358503 1.3831186293132012
135 3.3289037478026446 1.3788507758674733
136 3.3272128185222867 1.374641702249611
137 3.3255322896665676 1.3704905954950468
138 3.3238620574377378 1.3663966542834611
139 3.322202020203393 1.3623590887396069
140 3.3205520783899756 1.3583771202399548
141 3.3189121343834773 1.3544499812248367
142 3.317282092436812 1.3505769150157865
143 3.3156618585834097 1.346757175637801
144 3.3140513405565666 1.342990027646254
145 3.3124504477141143 1.3392747459582295
146 3.310859090968081 1.335610615688049
147 3.30927718271892 1.3319969319867835
148 3.3077046367940426 1.3284329998855586
149 3.306141368390298 1.3249181341424725
150 3.3045872940201537 1.321451659092963
151 3.303042331461288 1.318032908503461
152 3.301506399709372 1.314661225428197
153 3.299979418933804 1.3113359620690148
154 3.298461310436189 1.3080564796380725
155 3.2969519966113725 1.3048221482233164
156 3.2954514009108538 1.3016323466566104
157 3.2939594478083882 1.2984864623844277
158 3.292476062767669 1.2953838913410005
159 3.2910011722118875 1.2923240378238474
160 3.289534703495093 1.28930631437159
161 3.2880765848751916 1.2863301416439763
162 3.286626745488487 1.2833949483040488
163 3.2851851153256506 1.2805001709023793
164 3.2837516252090273 1.277645253763305
165 3.282326206771179 1.2748296488731143
166 3.2809087924345794 1.2720528157701139
167 3.2794993153924006 1.2693142214365314
168 3.2780977095902832 1.2666133401921964
169 3.276703909709058 1.2639496535899588
170 3.275317851148329 1.261322650312791
171 3.27393947001088 1.2587318260725395
172 3.2725687030878245 1.2561766835102743
173 3.2712054878444836 1.25365673209821
174 3.2698497624069085 1.251171488043152
175 3.2685014655490274 1.2487204741914377
176 3.267160536680369 1.246303219935335
177 3.2658269158343276 1.243919261120875
178 3.264500543656921 1.2415681399570764
179 3.263181361396036 1.2392494049265448
180 3.261869310891103 1.2369626106974088
181 3.260564334563189 1.2347073180365737
182 3.259266375405473 1.2324830937242646
183 3.2579753769740907 1.2302895104698306
184 3.256691283379312 1.2281261468287954
185 3.255414039277045 1.2259925871211212
186 3.2541435898606283 1.2238884213506718
187 3.252879880852916 1.2218132451258517
188 3.2516228584986226 1.2197666595813947
189 3.250372469556912 1.2177482713012955
190 3.2491286612942263 1.2157576922428468
