agg_error per_agent_error
0 5.545177444479562 5.545177444479562
1 5.539677488410406 5.526563049677483
2 5.535946584403131 5.513989251003304
3 5.5323585266353135 5.503584079769789
4 5.529862813517523 5.496392165748473
5 5.526500569530358 5.489945429361716
6 5.523040855359583 5.484492557019131
7 5.519563928831671 5.479545246513041
8 5.51639819294228 5.475292137575917
9 5.513194385071927 5.471340287024324
10 5.509932460872051 5.467607389909498
11 5.5066246662021765 5.463980358650822
12 5.503377438736409 5.4604969033378286
13 5.500161785071064 5.457108769518816
14 5.496950667568224 5.453786673893299
15 5.493728863926157 5.450496355800066
16 5.490517493684793 5.447239074705649
17 5.487322914353827 5.444011227376259
18 5.484141423538646 5.440808287664501
19 5.480965848563062 5.437621558839866
20 5.477797441868608 5.434448533937248
21 5.474639025279116 5.431288679025185
22 5.471491476869299 5.428141851807693
23 5.468353264139125 5.425006457387257
24 5.465223674441509 5.421881379081905
25 5.462103055385599 5.41876620339319
26 5.458991917710189 5.415660967898765
27 5.455890163239313 5.412565481222409
28 5.452797507584351 5.4094794521289975
29 5.44971385453428 5.406402675362704
30 5.446639290129363 5.403335103979117
31 5.44357384645551 5.400276708416504
32 5.440517461005053 5.397227422688388
33 5.437470060962967 5.394187167936116
34 5.434431621072227 5.391155894793625
35 5.431402133595312 5.388133573956585
36 5.42838157468747 5.385120175092878
37 5.425369905978043 5.382115660261524
38 5.422367093113802 5.379119992882567
39 5.419373109877005 5.376133141940674
40 5.416387930963122 5.373155079063304
41 5.413411527337312 5.370185774767805
42 5.410443868525959 5.367225198699881
43 5.407484925486126 5.364273321220653
44 5.404534670463667 5.361330113760079
45 5.401593075493454 5.358395548010657
46 5.398660112025439 5.355469595473985
47 5.395735751524548 5.352552227650607
48 5.392819965853461 5.34964341630584
49 5.389912727092271 5.34674313343317
50 5.387014007297712 5.343851351103147
51 5.384123778513189 5.340968041420957
52 5.3812420128912315 5.338093176581887
53 5.3783686827260855 5.335226728903757
54 5.3755037604042215 5.332368670807227
55 5.372647218372262 5.329518974790859
56 5.369799029151129 5.326677613431358
57 5.366959165355899 5.323844559394445
58 5.364127599694998 5.321019785437283
59 5.361304304959942 5.318203264403163
60 5.358489254022326 5.315394969218074
61 5.355682419837684 5.312594872891757
62 5.352883775447973 5.309802948519334
63 5.350093293980256 5.307019169280975
64 5.347310948644854 5.304243508440695
65 5.344536712735194 5.301475939345874
66 5.341770559628468 5.298716435427427
67 5.3390124627856865 5.295964970199869
68 5.3362623957511675 5.293221517260998
69 5.333520332152137 5.290486050291557
70 5.330786245698627 5.287758543055036
71 5.328060110183442 5.285038969397572
72 5.325341899481964 5.282327303247774
73 5.322631587551908 5.2796235186165195
74 5.3199291484331095 5.276927589596733
75 5.31723455624737 5.274239490363215
76 5.314547785198292 5.271559195172466
77 5.311868809571083 5.268886678362501
78 5.309197603732354 5.2662219143526565
79 5.3065341421299435 5.263564877643397
80 5.303878399292728 5.260915542816133
81 5.301230349830433 5.258273884533038
82 5.298589968433457 5.255639877536851
83 5.295957229872666 5.253013496650696
84 5.293332108999219 5.250394716777886
85 5.29071458074437 5.24778351290174
86 5.288104620119288 5.245179860085388
87 5.285502202214859 5.242583733471587
88 5.2829073022015045 5.23999510828253
89 5.280319895328983 5.237413959819648
90 5.27773995692621 5.23484026346343
91 5.2751674624010585 5.232273994673228
